"","value","Estimate","Std. Error","df","t value","Pr(>|t|)","feature","metadata","qval","p_bh"
"4227","molysis",0.090379419099944,0.193485948810151,72.9127007284346,0.467111021010754,0.641813370598366,"vSGB79280","molysis",0.999157110299402,0.999157110299402
"4228","qiaamp",0.179075730415377,0.192962498517493,72.5729463999954,0.928033850054769,0.356466329477208,"vSGB79280","qiaamp",0.999157110299402,0.999157110299402
"4229","Nasal",-0.0396490061066024,0.0943954535987663,18.8542642342743,-0.420030887029083,0.679210753848881,"vSGB28243","sample_type",0.999157110299402,0.999157110299402
"4230","Sputum",-0.11351790841643,0.10470144818163,16.1748339989663,-1.08420571432312,0.294170558004031,"vSGB28243","sample_type",0.999157110299402,0.999157110299402
"4231","lypma",0.016683655908441,0.0831068216317804,73.4611347335137,0.200749536330013,0.841449191307394,"vSGB28243","lypma",0.999157110299402,0.999157110299402
"4232","benzonase",-0.0293930888395507,0.0833050845432602,73.9855514014327,-0.352836672583735,0.725214136834031,"vSGB28243","benzonase",0.999157110299402,0.999157110299402
"4233","host_zero",-0.000950244347967493,0.0833050845432602,73.985551402983,-0.0114067989148253,0.990929591452003,"vSGB28243","host_zero",0.999157110299402,0.999157110299402
"4234","molysis",-0.030862222984826,0.0832499137692577,73.8322191723629,-0.370717777202344,0.711909264619802,"vSGB28243","molysis",0.999157110299402,0.999157110299402
"4235","qiaamp",-0.0840927208112002,0.0830743329532141,73.4057834170437,-1.01225875456093,0.314739372855864,"vSGB28243","qiaamp",0.999157110299402,0.999157110299402
"4236","Nasal",-0.0399101268154056,0.0921359824260419,18.841776134532,-0.433165477422913,0.669812768875329,"vSGB28315","sample_type",0.999157110299402,0.999157110299402
"4237","Sputum",-0.117529795603619,0.102178266609952,16.1534933486822,-1.15024260542869,0.266788277409797,"vSGB28315","sample_type",0.999157110299402,0.999157110299402
"4238","lypma",0.0170475073693206,0.0812804862812282,73.45921156023,0.20973677876799,0.834453718095943,"vSGB28315","lypma",0.999157110299402,0.999157110299402
"4239","benzonase",-0.0293426747040054,0.0814736688438884,73.9849435767381,-0.360149176051331,0.71976168883885,"vSGB28315","benzonase",0.999157110299402,0.999157110299402
"4240","host_zero",-0.0125707157110963,0.0814736688438884,73.984943577239,-0.154291759404907,0.877799810207422,"vSGB28315","host_zero",0.999157110299402,0.999157110299402
"4241","molysis",-0.0270421160687086,0.0814199231183252,73.8312548421753,-0.33213143703672,0.740731093370655,"vSGB28315","molysis",0.999157110299402,0.999157110299402
"4242","qiaamp",-0.0835883835438196,0.0812487873745723,73.4035595845639,-1.02879545953666,0.30695396814542,"vSGB28315","qiaamp",0.999157110299402,0.999157110299402
"4243","Nasal",-0.034227925928546,0.161967734269379,19.3648195867963,-0.211325583351183,0.834841315104323,"vSGB28030","sample_type",0.999157110299402,0.999157110299402
"4244","Sputum",-0.00570856811945162,0.178491401808607,16.2298695896885,-0.0319823143389999,0.974876170957138,"vSGB28030","sample_type",0.999157110299402,0.999157110299402
"4245","lypma",0.00326473111673996,0.153285095892887,74.078349913328,0.0212984249885671,0.983064865159113,"vSGB28030","lypma",0.999157110299402,0.999157110299402
"4246","benzonase",-0.0359887850646454,0.153599865933207,74.6234307316283,-0.234302190604093,0.815392039363171,"vSGB28030","benzonase",0.999157110299402,0.999157110299402
"4247","host_zero",0.0989707753986538,0.153599865933207,74.6234307278435,0.644341548069391,0.521329710196364,"vSGB28030","host_zero",0.999157110299402,0.999157110299402
"4248","molysis",0.0691141701503211,0.153513017627398,74.4653871251061,0.450216999304076,0.653861996509696,"vSGB28030","molysis",0.999157110299402,0.999157110299402
"4249","qiaamp",-0.0974882010161066,0.15323080278417,74.0140995228772,-0.636218040007411,0.526596923302125,"vSGB28030","qiaamp",0.999157110299402,0.999157110299402
"4250","Nasal",-0.0410043587048813,0.0978789391149538,21.0860773257706,-0.418929333272848,0.679504414269201,"vSGB58537","sample_type",0.999157110299402,0.999157110299402
"4251","Sputum",-0.117002384074301,0.102715630661355,14.7643008628621,-1.13909035383376,0.272810463202458,"vSGB58537","sample_type",0.999157110299402,0.999157110299402
"4252","lypma",0.00918887890870829,0.129882953483819,76.1237956377027,0.070747381871425,0.943784344075465,"vSGB58537","lypma",0.999157110299402,0.999157110299402
